id;date;mode;from_alamat;from_kelurahan;from_kecamatan;from_latlng;to_alamat;to_kelurahan;to_kecamatan;to_latlng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_gender;customer_birthdate;driver_id;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
2073;2018/12/27 11:46 s/d 2018/12/27 11:42;CAR;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,067269419,109,2916735;Jl. Parit Demang Dalam,  Parit Tokaya;KOTA BARU;PONTIANAK SELATAN;-0,068757644,109,3234453;5.54;9600;0;9600;11;P;2002-03-13T00:00:00;98;L;1981-08-19T00:00:00;MOBIL;Audi;;;
1563;2018/12/27 11:42 s/d 2018/12/27 11:27;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993,109,2978401;Gg. Karya Baru 9,  Parit Tokaya;TENGAH;PONTIANAK KOTA;-0,059482888,109,3329105;7.79;10000;91500;101500;8;L;1987-08-02T00:00:00;86;L;1995-01-12T00:00:00;MOTOR;Honda;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1486;2018/12/27 11:27 s/d 2018/12/27 10:26;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045,109,3137929;Gg. Bersama 2 No.2,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,021818619,109,3122255;5.29;6000;69500;75500;52;P;1988-01-21T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;423;Indomaret Kota Baru;TOKO/SWALAYAN
1494;2018/12/27 10:26 s/d 2018/12/27 10:14;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Unnamed Road,  Siantan Tengah;SIANTAN HILIR;PONTIANAK UTARA;-0,00564517,109,34867;3.66;4000;100000;104000;32;P;1987-06-26T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1528;2018/12/27 10:14 s/d 2018/12/27 09:24;SHOP;Indomaret Jalan karet, Jl Karet;SUNGAI BELIUNG;PONTIANAK BARAT;-0,0098018,109,2951365;Gang Kemuning Jalur I No.70,  Sungai Bangkong;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,04872565,109,313239;6.77;9000;63500;72500;23;P;1994-10-31T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;418;Indomaret Jalan karet;TOKO/SWALAYAN
1349;2018/12/27 09:24 s/d 2018/12/27 08:39;FOOD;Bebek Bejo, Jl. Patimura No.250, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,029187,109,339156;komplek Grand Emerald Regency,  No.5c;BANSIR LAUT;PONTIANAK TENGGARA;-0,058476092,109,2605188;11.33;15000;99000;114000;55;L;2004-04-22T00:00:00;86;L;1995-01-12T00:00:00;MOTOR;Honda;31;Bebek Bejo;WARUNG MAKAN
2094;2018/12/27 08:39 s/d 2018/12/27 08:33;CAR;Jl. Tani No.83,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,030882125,109,3675864;Gg. Tegal Rejo I No.17c,  Sungai Jawi;SUNGAI BELIUNG;PONTIANAK BARAT;-0,032287089,109,3128608;8.09;15600;0;15600;5;L;2001-04-20T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1477;2018/12/27 08:33 s/d 2018/12/27 08:32;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Jl. Parwasal,  Siantan Tengah;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,006973005,109,3465646;3.38;4000;96000;100000;31;P;2000-01-18T00:00:00;101;P;1986-02-04T00:00:00;MOTOR;Honda;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
2112;2018/12/27 08:32 s/d 2018/12/27 08:20;CAR;Jalan Sungai Selamat Dalam,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;0.0096570323258264,109,334929;Gg. Keluarga 2,  Batu Layang;SUNGAI JAWI LUAR;PONTIANAK BARAT;0.014877511938832,109,3147106;4.32;7200;0;7200;38;L;1975-04-11T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
2092;2018/12/27 08:20 s/d 2018/12/27 08:14;CAR;Gg. Belitung II No.32,  Bangka Belitung Laut;PARIT MAYOR;PONTIANAK TIMUR;-0,054148283,109,3645995;Unnamed Road,  Pal IX;PARIT TOKAYA;PONTIANAK SELATAN;-0,076531451,109,2892984;10.73;21600;0;21600;49;L;1999-12-09T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
2056;2018/12/27 08:14 s/d 2018/12/27 07:44;CAR;Unnamed Road,  Indonesia;SIANTAN TENGAH;PONTIANAK UTARA;0.031976496834554,109,3423306;Jl. Panglima Aim No.50,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,02993304,109,3668706;9.4;18000;0;18000;54;P;1997-01-26T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1348;2018/12/27 07:44 s/d 2018/12/27 07:28;FOOD;Teako House, Jl. Putri Dara Nante No.38, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;SUNGAI JAWI;PONTIANAK KOTA;-0,03378,109,327703;Unnamed Road,  Tanjung Hulu;PARIT MAYOR;PONTIANAK TIMUR;-0,028413246,109,3670063;6.41;8000;35000;43000;12;L;2002-12-27T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;55;Teako House;CAFE
2085;2018/12/27 07:28 s/d 2018/12/27 07:22;CAR;Gang Petani 1,  Sungai Jawi;TENGAH;PONTIANAK KOTA;-0,049896584,109,3025854;Gg. Madyosari 2 No.43,  Akcaya;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,055323366,109,3216559;4.2;7200;0;7200;36;L;1990-09-03T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
1518;2018/12/27 07:22 s/d 2018/12/27 06:44;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Jalan Sungai Selamat Dalam,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;-0,000440936,109,3337906;3.5;4000;41000;45000;60;P;1999-11-09T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1515;2018/12/27 06:44 s/d 2018/12/27 06:40;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582,109,361511;Gang Terpadu,  Pal IX;DARAT SEKIP;PONTIANAK KOTA;-0,066269965,109,2967233;11.65;16000;87500;103500;59;P;1985-10-26T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
2067;2018/12/27 06:40 s/d 2018/12/27 06:39;CAR;Gg. Siaga 2,  Dalam Bugis;SAIGON;PONTIANAK TIMUR;-0,030183155,109,3620523;1,  Gg. Dharma Bakti I;SIANTAN HILIR;PONTIANAK UTARA;-0,015055733,109,3419895;4.79;8400;0;8400;43;L;2003-06-11T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1579;2018/12/27 06:39 s/d 2018/12/27 06:36;BIKE;Gang Mulyo,  Kapur;DALAM BUGIS;PONTIANAK TIMUR;-0,055629867,109,3869359;Gg. Maluku No.7,  Siantan Hulu;SIANTAN HILIR;PONTIANAK UTARA;-0,013841912,109,3522829;8.04;4000;0;4000;47;P;2003-10-28T00:00:00;85;L;1984-01-06T00:00:00;MOTOR;Suzuki;;;
2098;2018/12/27 06:36 s/d 2018/12/27 06:21;CAR;Jl. Sawo Jalur 2B No.12,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,012528528,109,3105656;Blok A,  Saigon;BATU LAYANG;PONTIANAK UTARA;-0,043036237,109,3746818;9.89;19200;0;19200;57;P;1982-11-11T00:00:00;108;P;1991-12-21T00:00:00;MOBIL;Toyota;;;
1526;2018/12/27 06:21 s/d 2018/12/27 06:15;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Gang Bone,  Dalam Bugis;TENGAH;PONTIANAK KOTA;-0,023283184,109,3512901;4.44;5000;71000;76000;63;P;1994-05-03T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;420;Indomaret teuku umar;TOKO/SWALAYAN
1311;2018/12/27 06:15 s/d 2018/12/26 22:57;FOOD;Es Krim Angi, Jl. Karel Satsuit Tubun, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,0379059,109,331517;Gg. Karya Usaha,  Kalimantan Barat 78351;SUNGAI BELIUNG;PONTIANAK BARAT;0.039575271551859,109,3084799;10.99;15000;68500;83500;32;P;1987-06-26T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;76;Es Krim Angi;JAJANAN
2061;2018/12/26 22:57 s/d 2018/12/26 20:54;CAR;Bus Terminal Agri Bisnis,  Jl. Budi Utomo Terminal Agribisnis No.78243;SIANTAN TENGAH;PONTIANAK UTARA;-0,002454713,109,3495567;Gg. Antar Kita No.19,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,062283931,109,3132793;9.78;19200;0;19200;17;L;1999-11-26T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
1303;2018/12/26 20:54 s/d 2018/12/26 20:45;FOOD;Marugame Udon & Tempura, Ayani Megamall, Jl. Jenderal Ahmad Yani No.4, Parit Tokaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;KOTA BARU;PONTIANAK SELATAN;-0,05151,109,345177;Unnamed Road,  Punggur Kecil;AKCAYA;PONTIANAK SELATAN;-0,083386323,109,2933023;8.77;12000;94500;106500;62;P;1977-12-04T00:00:00;89;L;1987-02-12T00:00:00;MOTOR;Suzuki;126;Marugame Udon & Tempura, Ayani Megamall;RESTAURANT
2124;2018/12/26 20:45 s/d 2018/12/26 20:42;CAR;Jl. Raya Sungai Kakap No.99,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,057334934,109,2732329;Jl. Merdeka Barat No.605,  Mariana;MARIANA;PONTIANAK KOTA;-0,019943697,109,3295382;9.52;18000;0;18000;56;L;1984-09-22T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1490;2018/12/26 20:42 s/d 2018/12/26 20:39;SHOP;Indomaret Komyos Sudarso, Jl Komyos Sudarso;SUNGAI BELIUNG;PONTIANAK BARAT;-0,005413,109,304494;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,051774056,109,2374512;11.06;15000;89500;104500;40;P;1997-03-22T00:00:00;81;L;1991-09-08T00:00:00;MOTOR;BMW;419;Indomaret Komyos Sudarso;TOKO/SWALAYAN
2088;2018/12/26 20:39 s/d 2018/12/26 19:11;CAR;Gg.Nurul Hidayah,  Pal Lima;SUNGAI BELIUNG;PONTIANAK BARAT;-0,022820213,109,284571;Gg. Tlk. Melanau,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;-0,003743703,109,3298487;7.46;14400;0;14400;20;P;1993-03-17T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1508;2018/12/26 19:11 s/d 2018/12/26 18:40;SHOP;Indomaret Komyos Sudarso, Jl Komyos Sudarso;SUNGAI BELIUNG;PONTIANAK BARAT;-0,005413,109,304494;Jl. KH Hasyim Ashari No.3,  Tj. Hulu;PARIT MAYOR;PONTIANAK TIMUR;-0,0320617,109,3702273;9.89;13000;53500;66500;37;P;1985-01-08T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;419;Indomaret Komyos Sudarso;TOKO/SWALAYAN
1506;2018/12/26 18:40 s/d 2018/12/26 18:34;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Gg. Bukit Raya III No.65,  Sungai Jawi Dalam;PAL LIMA;PONTIANAK BARAT;-0,017476101,109,3181047;4.24;5000;75000;80000;61;L;1988-05-03T00:00:00;80;L;1987-03-29T00:00:00;MOTOR;TVS;420;Indomaret teuku umar;TOKO/SWALAYAN
2020;2018/12/26 18:34 s/d 2018/12/26 18:24;CAR;Jalan Parit Lintang,  Punggur Kecil;BANSIR LAUT;PONTIANAK TENGGARA;-0,090944551,109,26273;Jl. Gusti Hamzah No.7,  Sungai Bangkong;SUNGAI BANGKONG;PONTIANAK KOTA;-0,032401465,109,3208573;11.17;21600;0;21600;16;P;2001-05-06T00:00:00;108;P;1991-12-21T00:00:00;MOBIL;Toyota;;;
1366;2018/12/26 18:24 s/d 2018/12/26 18:11;FOOD;Do N MI Food & Cafe, Jalan Nusa Indah 1 no. 23-24-25, Pontianak;TENGAH;PONTIANAK KOTA;-0,0263303,109,3425039;Gg. Bersama Ib No.20,  Sungai Jawi Dalam;PAL LIMA;PONTIANAK BARAT;-0,015458097,109,3109689;5.71;7000;30500;37500;10;L;1989-05-30T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;373;Do N MI Food & Cafe;CAFE
1340;2018/12/26 18:11 s/d 2018/12/26 17:18;FOOD;Kuliner BPAS, Gg. Selat Makassar, Siantan Tengah, Pontianak Utara, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SIANTAN HULU;PONTIANAK UTARA;-0,0162485,109,344718;Jl. Pwan Peraman,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;0.0029020538061475,109,3366283;4.31;5000;47000;52000;33;L;2000-07-11T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;62;Kuliner BPAS;JAJANAN
1481;2018/12/26 17:18 s/d 2018/12/26 16:56;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863,109,3356331;Gg. Selamat 1 No.39,  Sungai Jawi Dalam;MARIANA;PONTIANAK KOTA;-0,018615122,109,3210794;4.07;5000;80500;85500;22;P;2001-10-10T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1536;2018/12/26 16:56 s/d 2018/12/26 16:40;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Gg. Sejahtera No.12E,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,057758488,109,3123324;7.57;10000;47000;57000;26;P;1999-05-30T00:00:00;102;P;1993-04-23T00:00:00;MOTOR;Kawasaki;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1565;2018/12/26 16:40 s/d 2018/12/26 16:37;SHOP;Indomaret Jalan karet, Jl Karet;SUNGAI BELIUNG;PONTIANAK BARAT;-0,0098018,109,2951365;Gg. Makam Muslim,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;-0,007125996,109,3489679;7.99;10000;68500;78500;35;P;1979-03-15T00:00:00;105;P;1989-03-18T00:00:00;MOTOR;Kawasaki;418;Indomaret Jalan karet;TOKO/SWALAYAN
1522;2018/12/26 16:37 s/d 2018/12/26 16:16;SHOP;Indomaret Jalan karet, Jl Karet;SUNGAI BELIUNG;PONTIANAK BARAT;-0,0098018,109,2951365;Bar.,  Kota Pontianak;SUNGAI BELIUNG;PONTIANAK BARAT;-0,024081397,109,2880988;3.77;4000;60500;64500;54;P;1997-01-26T00:00:00;81;L;1991-09-08T00:00:00;MOTOR;BMW;418;Indomaret Jalan karet;TOKO/SWALAYAN
1453;2018/12/26 16:16 s/d 2018/12/26 15:49;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582,109,361511;East Mega,  Ambawang River;BATU LAYANG;PONTIANAK UTARA;0.031892293133457,109,3712341;6.63;8000;44000;52000;7;P;2004-08-22T00:00:00;86;L;1995-01-12T00:00:00;MOTOR;Honda;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1335;2018/12/26 15:49 s/d 2018/12/26 15:48;FOOD;Sosmed Cafe Dan Lounge, Jl. Wage Rudolf Supratman No.6B, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;PARIT TOKAYA;PONTIANAK SELATAN;-0,0336016,109,3376874;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,066856535,109,2869932;8.74;12000;66000;78000;66;L;2002-12-28T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;340;Sosmed Cafe Dan Lounge;CAFE
1596;2018/12/26 15:48 s/d 2018/12/26 15:40;BIKE;Gg. Mulia,  Dalam Bugis;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,029167931,109,3537269;Gg. Kasturi,  Sungai Beliung;PAL LIMA;PONTIANAK BARAT;-0,000742516,109,3118043;7.63;3500;0;3500;65;L;2001-07-28T00:00:00;79;L;1987-08-18T00:00:00;MOTOR;BMW;;;
2078;2018/12/26 15:40 s/d 2018/12/26 14:38;CAR;kompleks sejahtera 2,  Blk. B No.6;TENGAH;PONTIANAK KOTA;-0,009450473,109,2958512;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,061899022,109,2841589;7.97;15600;0;15600;19;L;2004-01-23T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
2132;2018/12/26 14:38 s/d 2018/12/26 14:20;CAR;Gg. Teluk Air No.53,  Siantan Hilir;DALAM BUGIS;PONTIANAK TIMUR;-0,009144212,109,3322962;Gg. Assalam No.15,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,062483875,109,3123548;8.33;15600;0;15600;72;L;2004-04-01T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
2128;2018/12/26 14:20 s/d 2018/12/26 14:17;CAR;Gg. Asean,  Benua Melayu Laut;SUNGAI JAWI;PONTIANAK KOTA;-0,034423129,109,3484997;Gang Petani 1,  Sungai Jawi;AKCAYA;PONTIANAK SELATAN;-0,049123818,109,303204;7.3;13200;0;13200;46;P;1988-04-12T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
1357;2018/12/26 14:17 s/d 2018/12/26 14:16;FOOD;UP2U Food Junction, Jl. Jendral Urip No.18, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,0254481,109,3346936;Jl. Perdamaian No.63,  Pal IX;AKCAYA;PONTIANAK SELATAN;-0,065529587,109,2991534;7.96;10000;82500;92500;29;L;1987-04-26T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;336;UP2U Food Junction;JAJANAN
1361;2018/12/26 14:16 s/d 2018/12/26 13:56;FOOD;MEDAN KERANG X HORE CRAB, Jl. Karimata No.62, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78116, Indonesia;SUNGAI JAWI;PONTIANAK KOTA;-0,0305041,109,3264237;B, ;PAL LIMA;PONTIANAK BARAT;-0,018592255,109,3082302;4.42;5000;60000;65000;37;P;1985-01-08T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;52;MEDAN KERANG X HORE CRAB;RESTAURANT
1539;2018/12/26 13:56 s/d 2018/12/26 13:50;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Jl. Alianyang No.10C,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,032995856,109,3227543;4.61;5000;71000;76000;41;P;2000-08-25T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1487;2018/12/26 13:50 s/d 2018/12/26 13:46;SHOP;Indomaret Komyos Sudarso, Jl Komyos Sudarso;SUNGAI BELIUNG;PONTIANAK BARAT;-0,005413,109,304494;Pal IX,  Kakap River;BANSIR DARAT;PONTIANAK TENGGARA;-0,048537491,109,2537475;9.4;13000;68500;81500;3;L;1979-12-13T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;419;Indomaret Komyos Sudarso;TOKO/SWALAYAN
1351;2018/12/26 13:46 s/d 2018/12/26 13:35;FOOD;Coco Beans Cafe & Restaurant, Gg. Kinibalu No.54, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0204787,109,3179758;Gg. Satu No.27,  Akcaya;DARAT SEKIP;PONTIANAK KOTA;-0,048790984,109,324223;5.22;6000;51500;57500;46;P;1988-04-12T00:00:00;87;L;1983-05-25T00:00:00;MOTOR;Honda;323;Coco Beans Cafe & Restaurant;CAFE
1538;2018/12/26 13:35 s/d 2018/12/26 13:31;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993,109,2978401;Kompleks Fajar Asri II,  Kel. Saigon;SAIGON;PONTIANAK TIMUR;-0,040535971,109,376344;11;15000;46500;61500;41;P;2000-08-25T00:00:00;89;L;1987-02-12T00:00:00;MOTOR;Suzuki;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1537;2018/12/26 13:31 s/d 2018/12/26 12:53;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,05551317,109,2822512;8.03;11000;82000;93000;2;L;1996-09-23T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;420;Indomaret teuku umar;TOKO/SWALAYAN
1762;2018/12/26 12:53 s/d 2018/12/26 11:48;BIKE;Jl. Tebu No.16,  Sungai Beliung;SUNGAI BELIUNG;PONTIANAK BARAT;-0,007976372,109,3102265;Jl. Tj. Raya II No.38,  Saigon;SAIGON;PONTIANAK TIMUR;-0,04041604,109,3602724;8.63;4000;0;4000;5;L;2001-04-20T00:00:00;100;P;1993-08-11T00:00:00;MOTOR;Yamaha;;;
1336;2018/12/26 11:48 s/d 2018/12/26 11:43;FOOD;Rumah Makan Karunia, Jl. Sepakat II No.2, Bansir Darat, Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78112, Indonesia;BANSIR DARAT;PONTIANAK TENGGARA;-0,0612659,109,349946;Jl. Dare Nandong Villa Ria Indah No.55,  Tj. Hulu;TANJUNG HULU;PONTIANAK TIMUR;-0,028470195,109,3751731;6.6;8000;76500;84500;62;P;1977-12-04T00:00:00;79;L;1987-08-18T00:00:00;MOTOR;BMW;261;Rumah Makan Karunia;WARUNG MAKAN
1961;2018/12/26 11:43 s/d 2018/12/26 11:36;CAR;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,060739874,109,2790731;Gang Terpadu,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,066913587,109,293622;3.76;6000;0;6000;28;P;1990-02-15T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1364;2018/12/26 11:36 s/d 2018/12/26 11:32;FOOD;Banana Queen, Jalan Putri Daranante Gg.Nurcahaya No.41B;SUNGAI BANGKONG;PONTIANAK KOTA;-0,0263303,109,3425039;Gg. Asia Jaya No.8a,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,065072935,109,3128291;7.43;10000;49000;59000;19;L;2004-01-23T00:00:00;80;L;1987-03-29T00:00:00;MOTOR;TVS;339;Banana Queen;JAJANAN
1554;2018/12/26 11:32 s/d 2018/12/26 09:55;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Blok H6 No.5,  Sungai Beliung;DARAT SEKIP;PONTIANAK KOTA;-0,014098931,109,3003898;5.98;7000;32000;39000;50;P;1995-08-04T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
2097;2018/12/26 09:55 s/d 2018/12/26 09:27;CAR;Jl. Ampera No.83-85,  Sungai Jawi;BANSIR DARAT;PONTIANAK TENGGARA;-0,038639403,109,2889135;Jl. Desa Durian,  Durian;DALAM BUGIS;PONTIANAK TIMUR;-0,065718504,109,4109268;15.9;32400;0;32400;33;L;2000-07-11T00:00:00;98;L;1981-08-19T00:00:00;MOBIL;Audi;;;
1328;2018/12/26 09:27 s/d 2018/12/26 09:27;FOOD;Mimi Momo Story, Jl. Sungai Raya Dalam, Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78117, Indonesia;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,0778008,109,3560665;Jl. Selat Panjang 2,  Siantan Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,002800716,109,3765881;10.65;14000;32000;46000;56;L;1984-09-22T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;44;Mimi Momo Story;CAFE
2102;2018/12/26 09:27 s/d 2018/12/26 08:54;CAR;Gg. Langgar H. Ali No.37,  Sungai Bangkong;MARIANA;PONTIANAK KOTA;-0,035828587,109,3146406;Unnamed Road,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;0.025172344069089,109,3470356;9.68;19200;0;19200;18;P;1991-11-27T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
1512;2018/12/26 08:54 s/d 2018/12/26 08:26;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863,109,3356331;Blok C,  komplek Bali Asri 2;KOTA BARU;PONTIANAK SELATAN;-0,059161266,109,3004331;7.07;9000;59000;68000;8;L;1987-08-02T00:00:00;81;L;1991-09-08T00:00:00;MOTOR;BMW;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1670;2018/12/26 08:26 s/d 2018/12/26 07:27;BIKE;Jl. Letjend Suprapto No.50g,  Benua Melayu Darat;MARIANA;PONTIANAK KOTA;-0,042155817,109,3391641;Jl. Dharma Putra No.8,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;0.00018305313949159,109,3436106;6.73;3000;0;3000;54;P;1997-01-26T00:00:00;92;L;1977-03-04T00:00:00;MOTOR;Yamaha;;;
2089;2018/12/26 07:27 s/d 2018/12/26 06:24;CAR;Parit Keladi 2,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,044093118,109,2479873;Gg. Karya Tani 1,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;0.018091270266912,109,3279489;13.26;26400;0;26400;13;L;1989-03-16T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
1511;2018/12/26 06:24 s/d 2018/12/26 06:21;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582,109,361511;Unnamed Road,  Pal IX;KOTA BARU;PONTIANAK SELATAN;-0,054130442,109,273909;12.98;18000;70000;88000;58;L;1998-07-05T00:00:00;92;L;1977-03-04T00:00:00;MOTOR;Yamaha;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
